wo_code,vendor_name,score_month,wo_type,priority,asset_code,asset_id,reported_at,attended_at,completed_at,first_fix,recall,recall_of_wo_code,cost_estimated,cost_actual,attendance_hours,part_code,parts_cost
WO-SAFE-2604-1249,SafeLift Engineering Ltd,2026-04-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-04-25T11:00:00+00:00,2026-04-25T12:24:00+00:00,2026-04-25T13:48:00.056644+00:00,True,False,,740.86,802.72,1.4,BELT-A42,48.84
WO-SAFE-2604-1250,SafeLift Engineering Ltd,2026-04-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-04-26T12:00:00+00:00,2026-04-26T14:50:42.921637+00:00,2026-04-27T01:08:47.416614+00:00,True,False,,826.5,825.49,10.3,BREAKER-32A,47.16
WO-SAFE-2604-1251,SafeLift Engineering Ltd,2026-04-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-04-27T13:00:00+00:00,2026-04-28T09:06:20.158962+00:00,2026-04-30T05:19:39.976256+00:00,True,False,,799.79,773.96,44.22,LAMP-LED-4FT,39.98
WO-SAFE-2604-1252,SafeLift Engineering Ltd,2026-04-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-04-28T14:00:00+00:00,2026-04-29T12:15:39.241116+00:00,2026-05-01T14:52:21.848948+00:00,True,False,,223.54,223.89,50.61,LAMP-LED-4FT,46.78
WO-APEX-2605-1253,Apex Mechanical Services Ltd,2026-05-01,Reactive,P1,AHU-01,2254deb1-ceda-5fdc-8662-5e88a82a385f,2026-05-01T07:00:00+00:00,2026-05-01T07:39:08.263831+00:00,2026-05-01T09:40:31.118579+00:00,True,False,,236.9,263.87,2.02,LAMP-LED-4FT,23.34
WO-APEX-2605-1254,Apex Mechanical Services Ltd,2026-05-01,Reactive,P2,AHU-02,9082654d-d28b-5d44-8b6e-44a75f9f53ca,2026-05-02T08:00:00+00:00,2026-05-02T10:37:46.729101+00:00,2026-05-03T01:19:04.277401+00:00,True,False,,866.47,813.33,14.69,SEAL-KIT-PUMP,17.53
WO-APEX-2605-1255,Apex Mechanical Services Ltd,2026-05-01,Reactive,P3,CHILLER-01,4e25ee9b-426a-5909-8968-db80ba6ee435,2026-05-03T09:00:00+00:00,2026-05-04T01:59:25.275550+00:00,2026-05-05T16:27:49.300158+00:00,True,False,,685.08,984.68,38.47,BREAKER-32A,36.93
WO-APEX-2605-1256,Apex Mechanical Services Ltd,2026-05-01,Reactive,P4,BOILER-01,86e56c75-769b-5c12-ade3-52ebb40657dc,2026-05-04T10:00:00+00:00,2026-05-06T13:17:28.121316+00:00,2026-05-10T06:34:14.321055+00:00,True,False,,827.93,813.89,89.28,BREAKER-32A,32.17
WO-APEX-2605-1257,Apex Mechanical Services Ltd,2026-05-01,Reactive,P1,PUMP-HW-01,c96ceff1-b9a9-5a89-a4f6-cbc599c0fc6d,2026-05-05T11:00:00+00:00,2026-05-05T11:34:22.372186+00:00,2026-05-05T13:37:17.629532+00:00,False,True,WO-APEX-2604-1194,798.74,976.44,2.05,BREAKER-32A,56.66
WO-APEX-2605-1258,Apex Mechanical Services Ltd,2026-05-01,Reactive,P2,FCU-301,00cca8c0-d38f-5cf7-bcd4-22497ed31c44,2026-05-06T12:00:00+00:00,2026-05-06T14:19:09.893088+00:00,2026-05-06T22:07:42.437594+00:00,True,False,,519.67,476.03,7.81,BREAKER-32A,51.69
WO-APEX-2605-1259,Apex Mechanical Services Ltd,2026-05-01,Reactive,P3,FCU-302,df5a27e5-a1b5-5620-b88c-e1fb6174c980,2026-05-07T13:00:00+00:00,2026-05-08T00:26:52.031728+00:00,2026-05-09T08:47:06.855166+00:00,True,False,,236.08,236.2,32.34,SEAL-KIT-PUMP,46.26
WO-APEX-2605-1260,Apex Mechanical Services Ltd,2026-05-01,Reactive,P4,AHU-01,2254deb1-ceda-5fdc-8662-5e88a82a385f,2026-05-08T14:00:00+00:00,2026-05-09T14:19:46.152969+00:00,2026-05-13T00:16:04.479402+00:00,True,False,,415.66,366.58,81.94,CONTACTOR-25A,21.72
WO-APEX-2605-1261,Apex Mechanical Services Ltd,2026-05-01,Reactive,P1,AHU-02,9082654d-d28b-5d44-8b6e-44a75f9f53ca,2026-05-09T15:00:00+00:00,2026-05-09T15:30:09.181783+00:00,2026-05-09T18:32:37.375765+00:00,True,False,,707.37,757.62,3.04,LAMP-LED-4FT,19.84
WO-APEX-2605-1262,Apex Mechanical Services Ltd,2026-05-01,Reactive,P2,CHILLER-01,4e25ee9b-426a-5909-8968-db80ba6ee435,2026-05-10T16:00:00+00:00,2026-05-10T21:36:00+00:00,2026-05-11T09:13:52.687467+00:00,True,False,,421.21,408.7,11.63,FILTER-HEPA-20,46.96
WO-APEX-2605-1263,Apex Mechanical Services Ltd,2026-05-01,Reactive,P3,BOILER-01,86e56c75-769b-5c12-ade3-52ebb40657dc,2026-05-11T07:00:00+00:00,2026-05-11T19:44:29.648812+00:00,2026-05-13T22:24:09.583891+00:00,True,False,,381.47,473.98,50.66,CONTACTOR-25A,35.84
WO-APEX-2605-1264,Apex Mechanical Services Ltd,2026-05-01,Reactive,P4,PUMP-HW-01,c96ceff1-b9a9-5a89-a4f6-cbc599c0fc6d,2026-05-12T08:00:00+00:00,2026-05-14T04:35:54.660639+00:00,2026-05-16T21:39:21.355791+00:00,True,False,,606.16,823.69,65.06,CONTACTOR-25A,21.36
WO-APEX-2605-1265,Apex Mechanical Services Ltd,2026-05-01,Reactive,P1,FCU-301,00cca8c0-d38f-5cf7-bcd4-22497ed31c44,2026-05-13T09:00:00+00:00,2026-05-13T09:30:58.046288+00:00,2026-05-13T12:15:49.678810+00:00,True,False,,348.2,317.79,2.75,FILTER-HEPA-20,32.64
WO-APEX-2605-1266,Apex Mechanical Services Ltd,2026-05-01,Reactive,P2,FCU-302,df5a27e5-a1b5-5620-b88c-e1fb6174c980,2026-05-14T10:00:00+00:00,2026-05-14T12:05:39.579411+00:00,2026-05-15T02:01:51.940521+00:00,True,False,,401.98,365.31,13.94,CONTACTOR-25A,25.13
WO-APEX-2605-1267,Apex Mechanical Services Ltd,2026-05-01,Reactive,P3,AHU-01,2254deb1-ceda-5fdc-8662-5e88a82a385f,2026-05-15T11:00:00+00:00,2026-05-15T18:43:56.472481+00:00,2026-05-17T21:53:35.847728+00:00,True,False,,358.72,359.88,51.16,BELT-A42,41.57
WO-APEX-2605-1268,Apex Mechanical Services Ltd,2026-05-01,Reactive,P4,AHU-02,9082654d-d28b-5d44-8b6e-44a75f9f53ca,2026-05-16T12:00:00+00:00,2026-05-20T16:48:00+00:00,2026-05-20T21:11:05.633627+00:00,True,False,,512.67,468.35,4.38,BELT-A42,44.55
WO-APEX-2605-1269,Apex Mechanical Services Ltd,2026-05-01,Reactive,P1,CHILLER-01,4e25ee9b-426a-5909-8968-db80ba6ee435,2026-05-17T13:00:00+00:00,2026-05-17T13:30:17.034693+00:00,2026-05-17T15:51:38.142350+00:00,True,False,,366.35,324.3,2.36,BREAKER-32A,46.53
WO-APEX-2605-1270,Apex Mechanical Services Ltd,2026-05-01,Reactive,P2,BOILER-01,86e56c75-769b-5c12-ade3-52ebb40657dc,2026-05-18T14:00:00+00:00,2026-05-18T17:11:28.217525+00:00,2026-05-19T09:33:08.186856+00:00,True,False,,511.92,683.39,16.36,FILTER-HEPA-20,42.78
WO-APEX-2605-1271,Apex Mechanical Services Ltd,2026-05-01,Reactive,P3,PUMP-HW-01,c96ceff1-b9a9-5a89-a4f6-cbc599c0fc6d,2026-05-19T15:00:00+00:00,2026-05-20T02:52:19.383367+00:00,2026-05-22T04:29:56.226377+00:00,True,False,,287.01,295.07,49.63,LAMP-LED-4FT,41.52
WO-APEX-2605-1272,Apex Mechanical Services Ltd,2026-05-01,Reactive,P4,FCU-301,00cca8c0-d38f-5cf7-bcd4-22497ed31c44,2026-05-20T16:00:00+00:00,2026-05-21T17:04:25.584319+00:00,2026-05-24T19:22:23.819470+00:00,True,False,,753.98,843.39,74.3,LAMP-LED-4FT,39.85
WO-APEX-2605-1273,Apex Mechanical Services Ltd,2026-05-01,Reactive,P1,FCU-302,df5a27e5-a1b5-5620-b88c-e1fb6174c980,2026-05-21T07:00:00+00:00,2026-05-21T07:35:58.145256+00:00,2026-05-21T09:34:09.692295+00:00,True,False,,459.63,581.94,1.97,CONTACTOR-25A,19.99
WO-APEX-2605-1274,Apex Mechanical Services Ltd,2026-05-01,Reactive,P2,AHU-01,2254deb1-ceda-5fdc-8662-5e88a82a385f,2026-05-22T08:00:00+00:00,2026-05-22T13:36:00+00:00,2026-05-22T23:57:11.475013+00:00,False,False,,881.27,1196.19,10.35,BREAKER-32A,68.91
WO-APEX-2605-1275,Apex Mechanical Services Ltd,2026-05-01,Reactive,P3,AHU-02,9082654d-d28b-5d44-8b6e-44a75f9f53ca,2026-05-23T09:00:00+00:00,2026-05-24T18:36:00+00:00,2026-05-24T21:41:55.741551+00:00,True,False,,435.46,471.54,3.1,CONTACTOR-25A,21.36
WO-APEX-2605-1276,Apex Mechanical Services Ltd,2026-05-01,Reactive,P4,CHILLER-01,4e25ee9b-426a-5909-8968-db80ba6ee435,2026-05-24T10:00:00+00:00,2026-05-26T19:47:36.989389+00:00,2026-05-27T07:34:09.666685+00:00,False,False,,585.8,541.97,11.78,BELT-A42,19.92
WO-APEX-2605-1277,Apex Mechanical Services Ltd,2026-05-01,Reactive,P1,BOILER-01,86e56c75-769b-5c12-ade3-52ebb40657dc,2026-05-25T11:00:00+00:00,2026-05-25T11:25:40.594249+00:00,2026-05-25T16:24:00+00:00,True,False,,180.49,167.56,4.97,BELT-A42,22.05
WO-APEX-2605-1278,Apex Mechanical Services Ltd,2026-05-01,Reactive,P2,PUMP-HW-01,c96ceff1-b9a9-5a89-a4f6-cbc599c0fc6d,2026-05-26T12:00:00+00:00,2026-05-26T13:54:42.823386+00:00,2026-05-26T21:51:46.637118+00:00,False,False,,737.54,801.38,7.95,BREAKER-32A,49.09
WO-APEX-2605-1279,Apex Mechanical Services Ltd,2026-05-01,Reactive,P3,FCU-301,00cca8c0-d38f-5cf7-bcd4-22497ed31c44,2026-05-27T13:00:00+00:00,2026-05-28T00:10:59.880105+00:00,2026-05-28T22:42:44.136284+00:00,False,False,,750.13,776.99,22.53,SEAL-KIT-PUMP,24.47
WO-APEX-2605-1280,Apex Mechanical Services Ltd,2026-05-01,Reactive,P4,FCU-302,df5a27e5-a1b5-5620-b88c-e1fb6174c980,2026-05-28T14:00:00+00:00,2026-05-30T18:45:53.549952+00:00,2026-06-01T03:57:06.933508+00:00,True,False,,400.91,365.05,33.19,BREAKER-32A,37.82
WO-BRIG-2605-1281,BrightSpark Electrical Ltd,2026-05-01,Reactive,P1,DB-MAIN,50e801c0-1ad5-504f-95d7-d8e74b34b567,2026-05-01T07:00:00+00:00,2026-05-01T07:50:48.680598+00:00,2026-05-01T10:31:49.324370+00:00,False,True,WO-BRIG-2604-1221,613.72,682.58,2.68,FILTER-HEPA-20,24.02
WO-BRIG-2605-1282,BrightSpark Electrical Ltd,2026-05-01,Reactive,P2,DB-FLOOR3,79ece533-a40c-5da9-b9b8-90ff4936aa1d,2026-05-02T08:00:00+00:00,2026-05-02T10:50:23.119159+00:00,2026-05-03T16:24:00+00:00,False,False,,300.88,271.18,29.56,BREAKER-32A,46.24
WO-BRIG-2605-1283,BrightSpark Electrical Ltd,2026-05-01,Reactive,P3,LIGHT-CORE,3ba07b83-7e04-5835-bc79-d56876b0b151,2026-05-03T09:00:00+00:00,2026-05-03T19:42:02.895176+00:00,2026-05-04T22:47:00.495862+00:00,False,True,WO-BRIG-2604-1223,364.79,430.58,27.08,LAMP-LED-4FT,19.34
WO-BRIG-2605-1284,BrightSpark Electrical Ltd,2026-05-01,Reactive,P4,UPS-IT,ae943b54-af87-5938-a8be-684dfa2dd4ab,2026-05-04T10:00:00+00:00,2026-05-06T03:07:33.768990+00:00,2026-05-08T13:00:42.682612+00:00,True,False,,525.23,544.26,57.89,LAMP-LED-4FT,40.64
WO-BRIG-2605-1285,BrightSpark Electrical Ltd,2026-05-01,Reactive,P1,PANEL-FIRE,effe74d6-6e74-576e-96ca-b31101bdc1f4,2026-05-05T11:00:00+00:00,2026-05-05T12:24:00+00:00,2026-05-05T13:11:23.342014+00:00,False,False,,233.42,299.1,0.79,FILTER-HEPA-20,38.75
WO-BRIG-2605-1286,BrightSpark Electrical Ltd,2026-05-01,Reactive,P2,DOOR-AUTO-1,81e5b385-171e-5889-8c6a-77e4a2aeef49,2026-05-06T12:00:00+00:00,2026-05-06T15:09:54.351287+00:00,2026-05-07T06:03:14.600733+00:00,True,False,,617.27,551.13,14.89,BELT-A42,62.51
WO-BRIG-2605-1287,BrightSpark Electrical Ltd,2026-05-01,Reactive,P3,DB-MAIN,50e801c0-1ad5-504f-95d7-d8e74b34b567,2026-05-07T13:00:00+00:00,2026-05-08T08:25:03.257487+00:00,2026-05-09T13:14:40.255936+00:00,True,False,,249.06,252.03,28.83,CONTACTOR-25A,17.74
WO-BRIG-2605-1288,BrightSpark Electrical Ltd,2026-05-01,Reactive,P4,DB-FLOOR3,79ece533-a40c-5da9-b9b8-90ff4936aa1d,2026-05-08T14:00:00+00:00,2026-05-12T18:48:00+00:00,2026-05-18T00:48:00+00:00,True,False,,525.84,649.87,126.0,FILTER-HEPA-20,41.48
WO-BRIG-2605-1289,BrightSpark Electrical Ltd,2026-05-01,Reactive,P1,LIGHT-CORE,3ba07b83-7e04-5835-bc79-d56876b0b151,2026-05-09T15:00:00+00:00,2026-05-09T15:43:54.055615+00:00,2026-05-09T20:24:00+00:00,False,False,,370.8,360.79,4.67,CONTACTOR-25A,75.77
WO-BRIG-2605-1290,BrightSpark Electrical Ltd,2026-05-01,Reactive,P2,UPS-IT,ae943b54-af87-5938-a8be-684dfa2dd4ab,2026-05-10T16:00:00+00:00,2026-05-10T21:36:00+00:00,2026-05-12T00:24:00+00:00,True,False,,782.7,717.17,26.8,FILTER-HEPA-20,46.21
WO-BRIG-2605-1291,BrightSpark Electrical Ltd,2026-05-01,Reactive,P3,PANEL-FIRE,effe74d6-6e74-576e-96ca-b31101bdc1f4,2026-05-11T07:00:00+00:00,2026-05-11T19:39:52.645744+00:00,2026-05-13T15:01:56.812446+00:00,True,False,,458.72,509.98,43.37,LAMP-LED-4FT,48.72
WO-BRIG-2605-1292,BrightSpark Electrical Ltd,2026-05-01,Reactive,P4,DOOR-AUTO-1,81e5b385-171e-5889-8c6a-77e4a2aeef49,2026-05-12T08:00:00+00:00,2026-05-13T17:26:04.356660+00:00,2026-05-16T12:21:48.840039+00:00,True,False,,591.28,601.42,66.93,LAMP-LED-4FT,33.05
WO-BRIG-2605-1293,BrightSpark Electrical Ltd,2026-05-01,Reactive,P1,DB-MAIN,50e801c0-1ad5-504f-95d7-d8e74b34b567,2026-05-13T09:00:00+00:00,2026-05-13T10:24:00+00:00,2026-05-13T12:32:39.587124+00:00,True,False,,484.83,477.31,2.14,SEAL-KIT-PUMP,39.66
WO-BRIG-2605-1294,BrightSpark Electrical Ltd,2026-05-01,Reactive,P2,DB-FLOOR3,79ece533-a40c-5da9-b9b8-90ff4936aa1d,2026-05-14T10:00:00+00:00,2026-05-14T13:12:40.257580+00:00,2026-05-14T20:24:14.916372+00:00,True,False,,466.1,441.06,7.19,FILTER-HEPA-20,22.03
WO-BRIG-2605-1295,BrightSpark Electrical Ltd,2026-05-01,Reactive,P3,LIGHT-CORE,3ba07b83-7e04-5835-bc79-d56876b0b151,2026-05-15T11:00:00+00:00,2026-05-16T01:05:52.146737+00:00,2026-05-17T06:54:19.360916+00:00,True,False,,603.31,666.97,29.81,FILTER-HEPA-20,51.84
WO-BRIG-2605-1296,BrightSpark Electrical Ltd,2026-05-01,Reactive,P4,UPS-IT,ae943b54-af87-5938-a8be-684dfa2dd4ab,2026-05-16T12:00:00+00:00,2026-05-18T20:27:12.157456+00:00,2026-05-22T08:56:35.013359+00:00,True,False,,591.86,545.3,84.49,SEAL-KIT-PUMP,17.68
WO-BRIG-2605-1297,BrightSpark Electrical Ltd,2026-05-01,Reactive,P1,PANEL-FIRE,effe74d6-6e74-576e-96ca-b31101bdc1f4,2026-05-17T13:00:00+00:00,2026-05-17T13:31:03.669634+00:00,2026-05-17T16:21:28.494948+00:00,True,False,,522.16,506.17,2.84,CONTACTOR-25A,74.44
WO-BRIG-2605-1298,BrightSpark Electrical Ltd,2026-05-01,Reactive,P2,DOOR-AUTO-1,81e5b385-171e-5889-8c6a-77e4a2aeef49,2026-05-18T14:00:00+00:00,2026-05-18T17:05:17.219483+00:00,2026-05-19T07:49:05.607572+00:00,True,False,,396.35,422.42,14.73,LAMP-LED-4FT,63.75
WO-BRIG-2605-1299,BrightSpark Electrical Ltd,2026-05-01,Reactive,P3,DB-MAIN,50e801c0-1ad5-504f-95d7-d8e74b34b567,2026-05-19T15:00:00+00:00,2026-05-20T04:01:50.372740+00:00,2026-05-23T16:12:00+00:00,True,False,,528.81,512.81,84.17,BELT-A42,51.15
WO-BRIG-2605-1300,BrightSpark Electrical Ltd,2026-05-01,Reactive,P4,DB-FLOOR3,79ece533-a40c-5da9-b9b8-90ff4936aa1d,2026-05-20T16:00:00+00:00,2026-05-24T20:48:00+00:00,2026-05-24T21:05:03.666642+00:00,True,False,,589.44,834.82,0.5,BELT-A42,25.32
WO-BRIG-2605-1301,BrightSpark Electrical Ltd,2026-05-01,Reactive,P1,LIGHT-CORE,3ba07b83-7e04-5835-bc79-d56876b0b151,2026-05-21T07:00:00+00:00,2026-05-21T08:24:00+00:00,2026-05-21T12:24:00+00:00,True,False,,445.21,434.2,4.0,BELT-A42,53.56
WO-BRIG-2605-1302,BrightSpark Electrical Ltd,2026-05-01,Reactive,P2,UPS-IT,ae943b54-af87-5938-a8be-684dfa2dd4ab,2026-05-22T08:00:00+00:00,2026-05-22T09:35:26.462858+00:00,2026-05-23T04:02:44.769347+00:00,True,False,,431.83,613.85,18.46,FILTER-HEPA-20,48.27
WO-BRIG-2605-1303,BrightSpark Electrical Ltd,2026-05-01,Reactive,P3,PANEL-FIRE,effe74d6-6e74-576e-96ca-b31101bdc1f4,2026-05-23T09:00:00+00:00,2026-05-23T18:21:01.359914+00:00,2026-05-25T10:24:04.644708+00:00,False,False,,646.11,610.3,40.05,BREAKER-32A,19.76
WO-BRIG-2605-1304,BrightSpark Electrical Ltd,2026-05-01,Reactive,P4,DOOR-AUTO-1,81e5b385-171e-5889-8c6a-77e4a2aeef49,2026-05-24T10:00:00+00:00,2026-05-28T14:48:00+00:00,2026-05-29T11:34:45.157983+00:00,True,False,,361.72,344.83,20.78,LAMP-LED-4FT,45.9
WO-BRIG-2605-1305,BrightSpark Electrical Ltd,2026-05-01,Reactive,P1,DB-MAIN,50e801c0-1ad5-504f-95d7-d8e74b34b567,2026-05-25T11:00:00+00:00,2026-05-25T11:33:08.816077+00:00,2026-05-25T13:02:11.105189+00:00,True,False,,629.0,554.63,1.48,CONTACTOR-25A,49.98
WO-BRIG-2605-1306,BrightSpark Electrical Ltd,2026-05-01,Reactive,P2,DB-FLOOR3,79ece533-a40c-5da9-b9b8-90ff4936aa1d,2026-05-26T12:00:00+00:00,2026-05-26T13:49:18.800872+00:00,2026-05-27T05:48:46.647469+00:00,True,False,,379.07,358.77,15.99,BREAKER-32A,46.76
WO-BRIG-2605-1307,BrightSpark Electrical Ltd,2026-05-01,Reactive,P3,LIGHT-CORE,3ba07b83-7e04-5835-bc79-d56876b0b151,2026-05-27T13:00:00+00:00,2026-05-28T06:18:15.342932+00:00,2026-05-31T14:12:00+00:00,False,False,,757.7,786.89,79.9,FILTER-HEPA-20,39.56
WO-BRIG-2605-1308,BrightSpark Electrical Ltd,2026-05-01,Reactive,P4,UPS-IT,ae943b54-af87-5938-a8be-684dfa2dd4ab,2026-05-28T14:00:00+00:00,2026-05-29T21:52:23.809438+00:00,2026-06-01T20:21:34.263471+00:00,True,False,,689.81,638.47,70.49,BREAKER-32A,46.79
WO-SAFE-2605-1309,SafeLift Engineering Ltd,2026-05-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-05-01T07:00:00+00:00,2026-05-01T07:47:54.922481+00:00,2026-05-01T09:56:37.453027+00:00,False,False,,785.26,725.17,2.15,BREAKER-32A,50.5
WO-SAFE-2605-1310,SafeLift Engineering Ltd,2026-05-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-05-02T08:00:00+00:00,2026-05-02T13:36:00+00:00,2026-05-03T02:45:18.067031+00:00,False,True,WO-SAFE-2604-1252,669.39,806.02,13.16,CONTACTOR-25A,62.85
WO-SAFE-2605-1311,SafeLift Engineering Ltd,2026-05-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-05-03T09:00:00+00:00,2026-05-03T21:06:22.349062+00:00,2026-05-05T10:52:49.962099+00:00,True,False,,218.65,222.86,37.77,BELT-A42,32.25
WO-SAFE-2605-1312,SafeLift Engineering Ltd,2026-05-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-05-04T10:00:00+00:00,2026-05-05T22:42:50.763975+00:00,2026-05-08T06:15:42.779954+00:00,False,True,WO-SAFE-2605-1310,795.05,981.16,55.55,LAMP-LED-4FT,22.43
WO-SAFE-2605-1313,SafeLift Engineering Ltd,2026-05-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-05-05T11:00:00+00:00,2026-05-05T12:24:00+00:00,2026-05-05T12:57:38.568738+00:00,False,True,WO-SAFE-2605-1311,419.49,400.7,0.56,CONTACTOR-25A,43.72
WO-SAFE-2605-1314,SafeLift Engineering Ltd,2026-05-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-05-06T12:00:00+00:00,2026-05-06T17:36:00+00:00,2026-05-07T04:30:55.249160+00:00,True,False,,745.35,679.06,10.92,LAMP-LED-4FT,20.44
WO-SAFE-2605-1315,SafeLift Engineering Ltd,2026-05-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-05-07T13:00:00+00:00,2026-05-07T20:15:41.877418+00:00,2026-05-09T13:00:58.225328+00:00,False,False,,822.24,828.36,40.75,BREAKER-32A,53.5
WO-SAFE-2605-1316,SafeLift Engineering Ltd,2026-05-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-05-08T14:00:00+00:00,2026-05-10T22:19:43.000883+00:00,2026-05-18T00:48:00+00:00,True,False,,542.4,649.59,170.47,CONTACTOR-25A,47.99
WO-SAFE-2605-1317,SafeLift Engineering Ltd,2026-05-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-05-09T15:00:00+00:00,2026-05-09T15:35:17.752934+00:00,2026-05-09T17:28:02.389656+00:00,True,False,,897.22,951.08,1.88,LAMP-LED-4FT,26.06
WO-SAFE-2605-1318,SafeLift Engineering Ltd,2026-05-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-05-10T16:00:00+00:00,2026-05-10T21:36:00+00:00,2026-05-12T00:24:00+00:00,False,False,,332.06,437.07,26.8,BREAKER-32A,48.98
WO-SAFE-2605-1319,SafeLift Engineering Ltd,2026-05-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-05-11T07:00:00+00:00,2026-05-11T22:39:08.057972+00:00,2026-05-13T15:33:53.956369+00:00,True,False,,214.53,301.58,40.91,LAMP-LED-4FT,53.69
WO-SAFE-2605-1320,SafeLift Engineering Ltd,2026-05-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-05-12T08:00:00+00:00,2026-05-13T15:36:30.371060+00:00,2026-05-21T18:48:00+00:00,True,False,,673.73,871.56,195.19,CONTACTOR-25A,53.29
WO-SAFE-2605-1321,SafeLift Engineering Ltd,2026-05-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-05-13T09:00:00+00:00,2026-05-13T09:31:49.274989+00:00,2026-05-13T12:23:50.077860+00:00,True,False,,624.74,869.57,2.87,BELT-A42,17.99
WO-SAFE-2605-1322,SafeLift Engineering Ltd,2026-05-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-05-14T10:00:00+00:00,2026-05-14T13:20:27.108201+00:00,2026-05-14T23:53:42.223339+00:00,True,False,,295.47,324.57,10.55,CONTACTOR-25A,49.56
WO-SAFE-2605-1323,SafeLift Engineering Ltd,2026-05-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-05-15T11:00:00+00:00,2026-05-16T20:36:00+00:00,2026-05-19T12:12:00+00:00,False,True,WO-SAFE-2605-1321,259.51,259.14,63.6,FILTER-HEPA-20,54.99
WO-SAFE-2605-1324,SafeLift Engineering Ltd,2026-05-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-05-16T12:00:00+00:00,2026-05-17T19:43:59.978168+00:00,2026-05-25T22:48:00+00:00,False,False,,393.14,355.38,195.07,CONTACTOR-25A,25.57
WO-SAFE-2605-1325,SafeLift Engineering Ltd,2026-05-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-05-17T13:00:00+00:00,2026-05-17T13:32:03.470509+00:00,2026-05-17T14:49:54.487586+00:00,False,False,,821.01,999.47,1.3,CONTACTOR-25A,39.95
WO-SAFE-2605-1326,SafeLift Engineering Ltd,2026-05-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-05-18T14:00:00+00:00,2026-05-18T15:47:25.010437+00:00,2026-05-19T08:23:48.535239+00:00,True,False,,426.76,549.7,16.61,LAMP-LED-4FT,18.4
WO-SAFE-2605-1327,SafeLift Engineering Ltd,2026-05-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-05-19T15:00:00+00:00,2026-05-20T03:46:01.076318+00:00,2026-05-22T03:42:01.655714+00:00,False,True,WO-SAFE-2605-1325,275.41,307.24,47.93,SEAL-KIT-PUMP,20.48
WO-SAFE-2605-1328,SafeLift Engineering Ltd,2026-05-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-05-20T16:00:00+00:00,2026-05-22T06:57:04.489481+00:00,2026-05-25T14:33:04.123068+00:00,True,False,,801.05,844.74,79.6,LAMP-LED-4FT,22.99
WO-SAFE-2605-1329,SafeLift Engineering Ltd,2026-05-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-05-21T07:00:00+00:00,2026-05-21T08:24:00+00:00,2026-05-21T08:41:31.000743+00:00,True,False,,406.25,423.6,0.5,SEAL-KIT-PUMP,45.07
WO-SAFE-2605-1330,SafeLift Engineering Ltd,2026-05-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-05-22T08:00:00+00:00,2026-05-22T13:36:00+00:00,2026-05-23T04:04:39.801952+00:00,True,False,,675.53,664.64,14.48,CONTACTOR-25A,40.93
WO-SAFE-2605-1331,SafeLift Engineering Ltd,2026-05-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-05-23T09:00:00+00:00,2026-05-23T18:09:44.059571+00:00,2026-05-25T19:33:06.341496+00:00,True,False,,188.38,188.63,49.39,BELT-A42,21.67
